Date,Open,High,Low,Close,Volume,Adj Close
2015-01-22 00:00,225.89,236.84,225.16,232.61,100,232.61
2015-01-23 00:00,232.66,235.03,224.4,232.98,100,232.98
2015-01-24 00:00,233.04,248.44,230.21,247.67,100,247.67
2015-01-25 00:00,247.28,255.76,243.3,255.38,100,255.38
2015-01-26 00:00,256.07,307.97,255.8,272.66,100,272.66
2015-01-27 00:00,273.11,274.88,250.94,262.11,100,262.11
2015-01-28 00:00,261.99,265.14,225.27,231.02,100,231.02
2015-01-29 00:00,231.16,238.06,220.1,232.97,100,232.97
2015-01-30 00:00,232.87,242.72,216.9137,225.09,100,225.09
2015-01-31 00:00,225.13,233.53,216.11,217.13,100,217.13
2015-02-01 00:00,217.11,231.92,211.53,225.67,100,225.67
2015-02-02 00:00,225.72,242.22,222.22,238.66,100,238.66
