Date Time,Open,High,Low,Close,Volume,Adj Close
2015-04-02 00:00:00,247.31,247.91,246.83,247.45,121.88224353,
2015-04-02 00:30:00,247.33,247.94,247.23,247.71,248.38989371,
2015-04-02 01:00:00,247.7,248.49,247.31,248.13,140.68475632,
2015-04-02 01:30:00,247.97,248.99,247.77,248.39,217.14357996,
2015-04-02 02:00:00,248.46,249.55,248.35,248.41,233.22633561,
2015-04-02 02:30:00,248.4,248.4,247.73,248.04,172.46198797,
2015-04-02 03:00:00,248.02,248.99,247.71,248.84,122.25152485,
2015-04-02 03:30:00,248.85,248.99,248.14,248.25,95.54875354,
2015-04-02 04:00:00,248.19,248.71,247.81,248.04,88.052,
2015-04-02 04:30:00,248.05,248.71,247.87,248.0,131.20452653,
2015-04-02 05:00:00,247.89,248.01,247.1,247.46,210.73565523,
2015-04-02 05:30:00,247.44,247.73,246.19,246.65,190.11964231,
2015-04-02 06:00:00,246.14,246.73,246.05,246.35,192.66456951,
2015-04-02 06:30:00,246.15,246.54,245.85,246.32,87.95474508,
2015-04-02 07:00:00,246.3,247.3,246.3,246.75,85.22091531,
2015-04-02 07:30:00,246.7,247.17,246.41,246.81,83.93446613,
2015-04-02 08:00:00,246.83,246.86,245.8,246.6,37.86626664,
2015-04-02 08:30:00,246.65,246.7,246.14,246.29,39.97206982,
2015-04-02 09:00:00,246.18,246.99,246.09,246.18,25.08883175,
2015-04-02 09:30:00,246.19,246.75,246.06,246.34,33.2156,
2015-04-02 10:00:00,246.72,247.15,246.44,246.74,47.8109,
2015-04-02 10:30:00,246.62,247.53,246.62,247.49,27.3304,
2015-04-02 11:00:00,247.58,247.59,247.12,247.22,34.2187,
2015-04-02 11:30:00,247.18,247.72,247.18,247.23,43.6847,
2015-04-02 12:00:00,247.19,247.75,246.27,247.24,364.60581267,
2015-04-02 12:30:00,247.15,247.64,247.11,247.55,101.73939144,
2015-04-02 13:00:00,247.55,248.57,247.53,248.11,201.64360759,
2015-04-02 13:30:00,248.11,249.0,248.09,248.62,209.78412507,
2015-04-02 14:00:00,248.69,248.99,248.3,248.34,198.15915122,
2015-04-02 14:30:00,248.38,248.44,248.24,248.32,210.7100136,
2015-04-02 15:00:00,248.32,248.76,248.25,248.6,224.65153437,
2015-04-02 15:30:00,248.57,248.86,248.41,248.42,144.41193161,
2015-04-02 16:00:00,248.42,249.61,248.42,249.56,199.37688504,
2015-04-02 16:30:00,249.6,252.0,249.6,251.98,446.10089883,
2015-04-02 17:00:00,251.98,252.49,251.15,252.19,345.49248909,
2015-04-02 17:30:00,252.23,252.39,251.1,252.12,242.51309884,
2015-04-02 18:00:00,252.13,253.62,251.03,252.12,499.24371925,
2015-04-02 18:30:00,252.07,253.35,251.78,253.27,192.20700693,
2015-04-02 19:00:00,253.22,255.24,252.68,255.0,463.48016571,
2015-04-02 19:30:00,255.0,255.05,254.49,254.65,410.15889513,
2015-04-02 20:00:00,254.57,254.72,254.03,254.09,223.84934847,
2015-04-02 20:30:00,254.0,254.06,252.83,254.01,280.81956144,
2015-04-02 21:00:00,254.01,254.56,252.71,253.1,296.90601134,
2015-04-02 21:30:00,253.13,253.13,252.12,252.85,302.824,
2015-04-02 22:00:00,252.8,252.91,252.38,252.68,137.548,
2015-04-02 22:30:00,252.65,253.52,252.57,253.35,120.20554029,
2015-04-02 23:00:00,253.36,254.48,253.33,254.43,87.65292049,
2015-04-02 23:30:00,254.42,254.8,253.99,254.39,66.8,
2015-04-03 00:00:00,254.8,254.99,254.06,254.65,112.3867,
2015-04-03 00:30:00,254.21,254.68,253.52,253.65,92.90595359,
2015-04-03 01:00:00,253.63,254.54,253.15,253.96,231.41125175,
2015-04-03 01:30:00,254.01,254.54,253.75,254.48,133.03244338,
2015-04-03 02:00:00,254.37,254.69,253.76,254.13,121.3932,
2015-04-03 02:30:00,254.03,254.48,253.77,254.2,136.15248984,
2015-04-03 03:00:00,254.22,254.88,254.0,254.27,118.4649552,
2015-04-03 03:30:00,253.75,254.88,253.61,253.8,172.21618694,
2015-04-03 04:00:00,253.79,254.08,252.94,253.35,180.77920085,
2015-04-03 04:30:00,253.35,253.42,252.64,252.81,180.3684,
2015-04-03 05:00:00,252.59,253.28,252.59,253.0,81.56624245,
2015-04-03 05:30:00,253.0,253.17,252.86,253.13,110.03982548,
2015-04-03 06:00:00,253.15,253.45,253.03,253.04,56.2220992,
2015-04-03 06:30:00,253.14,253.87,252.85,253.87,97.9674,
