Date Time,Open,High,Low,Close,Volume,Adj Close
2014-01-07 18:00:00,874.6704,892.06753,874.48165,874.48165,0.0534587,
2014-01-07 19:00:00,866.10944,870.0,830.00001,835.02002,6.36304755,
2014-01-07 19:30:00,835.02002,873.2385,835.02002,864.72744,1.20236954,
2014-01-07 20:00:00,873.27482,873.28482,873.27482,873.28482,0.08842141,
2014-01-07 20:30:00,862.83156,871.26595,854.09013,854.09013,0.65523822,
2014-01-07 21:00:00,845.62959,845.62959,830.0,845.53829,0.07490314,
2014-01-07 21:30:00,829.0,845.25471,820.0,845.25471,2.97393259,
2014-01-07 22:00:00,828.69089,853.46532,810.0,819.33223,2.61340404,
2014-01-07 22:30:00,835.70868,843.96889,810.01,810.01,0.90969677,
2014-01-07 23:00:00,819.14544,837.02349,810.7846,837.02349,0.5602966,
2014-01-07 23:30:00,820.62107,820.62107,810.0,810.0,0.12760956,
2014-01-08 00:00:00,810.0,894.04167,788.0,788.0,2.5108931,
2014-01-08 00:30:00,803.69481,819.67028,803.69481,819.67028,0.22322551,
2014-01-08 01:00:00,803.75817,803.75817,795.64764,795.64764,0.07261409,
2014-01-08 01:30:00,803.52134,844.0644,803.52134,844.0644,0.2052989,
2014-01-08 02:00:00,844.0644,849.68481,844.0644,849.68481,0.21089783,
2014-01-08 02:30:00,835.71312,835.71312,827.43464,827.43464,0.02217807,
2014-01-08 03:00:00,835.62289,849.68481,827.25601,835.44252,0.32377644,
2014-01-08 03:30:00,835.44252,849.68481,835.44252,849.68481,0.40413176,
2014-01-08 04:00:00,849.67481,849.67481,849.67481,849.67481,0.74417886,
2014-01-08 04:30:00,835.35242,835.35242,827.0775,835.26222,0.0331424,
2014-01-08 05:00:00,835.26222,835.26222,826.98822,826.98822,0.01116441,
2014-01-08 05:30:00,835.15209,835.15209,835.15209,835.15209,0.00015091,
2014-01-08 06:00:00,835.17209,843.43697,827.0,827.0,0.12186206,
2014-01-08 06:30:00,830.0,830.0,827.0,827.0,0.97776093,
2014-01-08 07:00:00,827.0,827.0,810.51023,810.51023,0.5268438,
2014-01-08 07:30:00,818.53104,835.0,812.89612,812.89612,0.07592795,
2014-01-08 08:00:00,835.0,835.0,820.94055,820.94055,0.05,
2014-01-08 08:30:00,845.56042,899.84281,835.0,836.76145,0.08301318,
2014-01-08 09:00:00,861.77715,861.77715,844.69364,844.69364,0.05427708,
2014-01-08 09:30:00,850.0,860.0,850.0,860.0,0.03284631,
2014-01-08 11:00:00,861.49455,865.0,852.9907,865.0,1.71389987,
2014-01-08 11:30:00,870.0,871.5,852.7866,852.7866,1.69489981,
2014-01-08 12:00:00,842.10001,869.47483,840.0,869.47483,1.37398489,
2014-01-08 12:30:00,860.85766,860.85766,852.33009,852.33009,0.02186704,
2014-01-08 13:00:00,860.75475,860.75475,860.75475,860.75475,0.59811461,
2014-01-08 14:00:00,875.48256,877.81126,840.0,840.0,1.8894142,
2014-01-08 14:30:00,845.0,848.0,840.0,840.0,0.35551028,
2014-01-08 15:00:00,840.0,840.0,830.0,830.0,0.46295231,
2014-01-08 15:30:00,825.0,830.0,825.0,830.0,1.04541392,
2014-01-08 16:00:00,841.18651,841.18651,841.18651,841.18651,0.00792826,
2014-01-08 16:30:00,825.0,825.0,820.0,820.0,0.17937452,
2014-01-08 17:30:00,832.86369,841.09573,832.86369,841.09573,0.05267126,
2014-01-08 20:00:00,843.10573,843.10573,824.3473,824.3473,0.26416307,
2014-01-08 20:30:00,811.8,817.01397,811.8,816.99396,2.0,
2014-01-08 21:00:00,824.25839,832.41525,824.25839,832.41525,0.02202572,
2014-01-08 21:30:00,824.51502,824.51502,824.51502,824.51502,0.04978,
2014-01-08 22:00:00,834.97702,836.0,824.50502,824.98287,0.7665722,
2014-01-09 00:00:00,825.56344,840.0007,825.56344,840.0007,0.27024,
2014-01-09 00:30:00,833.95027,833.95027,833.95027,833.95027,0.213605,
2014-01-09 03:00:00,840.65286,840.65286,840.65286,840.65286,0.01036,
2014-01-09 04:30:00,840.65286,848.96196,840.65286,848.96196,0.70196375,
2014-01-09 06:00:00,832.33545,832.33545,832.33545,832.33545,0.6,
2014-01-09 07:00:00,848.96194,848.96194,848.96194,848.96194,0.07951371,
2014-01-09 08:00:00,848.97196,856.52236,848.97196,856.52236,0.06265141,
2014-01-09 08:30:00,865.78492,870.0,848.61804,848.61804,0.16233695,
2014-01-09 12:30:00,840.21169,840.21169,840.21169,840.21169,0.0110447,
2014-01-09 13:30:00,832.3419,832.3419,812.0,812.0,0.75109672,
2014-01-09 14:00:00,821.13259,821.1326,807.42084,807.42084,0.672576,
2014-01-09 15:30:00,821.06252,839.86875,818.96227,818.96227,0.13232095,
2014-01-09 16:00:00,826.97663,841.94995,826.97663,841.94994,0.65537555,
2014-01-09 16:30:00,841.75976,841.75976,815.84,826.64296,2.18748535,
2014-01-09 17:00:00,826.63296,826.63296,818.44441,826.49999,0.18399378,
2014-01-09 20:00:00,825.80931,860.0,824.48997,833.70977,0.92056076,
2014-01-09 22:00:00,839.0,845.0,839.0,845.0,0.03292945,
2014-01-09 23:00:00,850.29223,850.29223,850.29223,850.29223,0.34963692,
2014-01-09 23:30:00,850.29223,850.29223,841.86934,841.86934,0.1606435,
2014-01-10 02:30:00,839.99,839.99,839.99,839.99,0.54811,
2014-01-10 03:30:00,848.14895,848.14895,827.0,827.0,0.03409437,
2014-01-10 05:00:00,841.77845,841.77845,833.43991,833.43991,0.02202656,
2014-01-10 06:30:00,841.68759,845.0,833.26006,833.26006,0.14047994,
2014-01-10 08:00:00,841.50599,849.84353,833.08021,833.08021,0.6090348,
2014-01-10 09:00:00,836.0,849.6501,832.90038,832.90038,0.54396453,
2014-01-10 09:30:00,832.90038,841.14275,832.90038,841.14275,0.4058368,
2014-01-10 10:00:00,849.46669,849.46669,841.052,849.36501,0.90488823,
