1,1476367920,635.15,635.61,634.85,635.01,635.339756737905,122.46833329,99
2,1476367980,635.26,635.6,635.26,635.6,635.595997146861,1.69878828,4
3,1476368040,635.03,635.6,635.03,635.6,635.503000748426,0.11752668,3
4,1476368100,635.13,635.6,635.13,635.2,635.256914017829,0.07249154,3
5,1476368160,635.6,635.6,635.35,635.35,635.566517878794,1.78356382,4
6,1476368220,635.6,635.6,635.6,635.6,635.6,0.01169382,1
7,1476368280,635.32,635.32,635.32,635.32,635.32,1.14628514,1
8,1476368340,635.3,635.3,635.3,635.3,635.3,2.0,1
9,1476368400,635.3,635.3,635.3,635.3,635.3,0.0,0
10,1476368460,635.6,635.6,635.22,635.22,635.328931531231,4.89670157,4
11,1476368520,635.22,635.22,635.22,635.22,635.22,0.0,0
12,1476368580,635.22,635.22,635.22,635.22,635.22,0.0,0
13,1476368640,635.3,635.3,635.3,635.3,635.3,0.5,1
14,1476368700,635.3,635.3,635.3,635.3,635.3,10.06158,5
15,1476368760,635.32,635.32,635.32,635.32,635.32,2.68080477,4
16,1476368820,635.32,635.32,635.32,635.32,635.32,1.18415495,2
17,1476368880,635.3,635.3,635.3,635.3,635.3,0.01170372,1
18,1476368940,635.3,635.6,635.3,635.6,635.59652950174,1.01170372,2
19,1476369000,635.35,635.35,635.35,635.35,635.35,0.10862332,1
20,1476369060,635.6,635.6,635.6,635.6,635.6,0.0357,1
21,1476369120,635.6,635.6,635.6,635.6,635.6,0.0,0
22,1476369180,635.6,635.6,635.6,635.6,635.6,0.0,0
23,1476369240,635.6,635.6,635.6,635.6,635.6,0.0,0
24,1476369300,635.59,635.59,635.59,635.59,635.59,0.415,5
25,1476369360,635.59,635.59,635.59,635.59,635.59,0.19454562,2
26,1476369420,635.59,635.6,635.59,635.6,635.599230055629,11.57226461,10
27,1476369480,635.6,635.61,635.6,635.61,635.606624361752,3.0203,3
28,1476369540,635.61,635.61,635.61,635.61,635.61,0.3,1
29,1476369600,635.61,635.61,635.61,635.61,635.61,0.94101313,1
30,1476369660,635.61,635.61,635.61,635.61,635.61,0.0,0
31,1476369720,635.46,635.61,635.4,635.61,635.466993787116,2.18030484,4
32,1476369780,635.61,635.61,635.61,635.61,635.61,0.0,0
33,1476369840,635.61,635.61,635.61,635.61,635.61,0.0,0
34,1476369900,635.61,635.61,635.61,635.61,635.61,0.0,0
35,1476369960,635.61,635.61,635.61,635.61,635.61,0.0,0
36,1476370020,635.61,635.61,635.61,635.61,635.61,0.0,0
37,1476370080,635.6,635.61,635.6,635.61,635.604000970864,1.39966028,2
38,1476370140,635.61,635.61,635.56,635.56,635.60092299781,1.37712537,2
39,1476370200,635.4,635.4,635.3,635.3,635.312103403572,42.25345953,4
40,1476370260,635.3,635.3,635.3,635.3,635.3,0.0,0
41,1476370320,635.4,635.4,634.85,634.85,635.294518772081,0.09227613,2
42,1476370380,634.85,634.85,634.85,634.85,634.85,0.0,0
43,1476370440,635.38,635.4,635.38,635.4,635.380356895717,1.04176089,2
44,1476370500,635.4,635.4,635.4,635.4,635.4,4.01786,2
45,1476370560,635.4,635.4,635.4,635.4,635.4,0.03571,1
46,1476370620,635.39,635.39,635.38,635.38,635.380481961835,0.41856198,2
47,1476370680,635.39,635.39,635.39,635.39,635.39,3.0,1
48,1476370740,635.38,635.38,635.38,635.38,635.38,0.22844022,1
49,1476370800,635.38,635.38,635.38,635.38,635.38,6.00004289,1
50,1476370860,635.38,635.38,635.38,635.38,635.38,0.0,0
51,1476370920,635.38,635.38,635.01,635.01,635.029263434286,0.58047801,3
52,1476370980,635.01,635.01,635.01,635.01,635.01,0.0,0
53,1476371040,635.01,635.01,635.01,635.01,635.01,0.0,0
54,1476371100,635.38,635.38,635.38,635.38,635.38,0.01786,1
55,1476371160,635.38,635.38,635.38,635.38,635.38,0.0,0
56,1476371220,635.38,635.38,635.38,635.38,635.38,0.09821,2
57,1476371280,635.38,635.38,635.38,635.38,635.38,0.25971459,1
58,1476371340,635.01,635.01,635.01,635.01,635.01,2.36237856,3
59,1476371400,635.01,635.01,635.01,635.01,635.01,13.08848159,2
60,1476371460,635.35,635.35,635.01,635.01,635.140771572121,0.24273285,2
61,1476371520,635.35,635.63,634.0,635.63,635.170316916056,81.52170565,125
62,1476371580,634.85,634.85,634.61,634.61,634.83261822323,1.059,2
63,1476371640,634.61,634.61,634.61,634.61,634.61,0.0,0
64,1476371700,635.34,635.34,635.34,635.34,635.34,1.76,1
65,1476371760,635.34,635.34,634.61,634.61,635.196980611245,5.09024026,3
66,1476371820,634.62,634.62,634.59,634.59,634.592679812288,1.60733161,3
67,1476371880,634.59,634.59,634.59,634.59,634.59,0.0,0
68,1476371940,635.28,635.28,635.28,635.28,635.28,0.438906,2
69,1476372000,635.28,635.28,635.28,635.28,635.28,0.0,0
70,1476372060,634.31,635.35,634.0,634.48,635.114258429479,41.80670036,44
71,1476372120,635.3,635.35,634.48,634.48,635.312817256448,1.87530184,4
72,1476372180,634.48,634.48,634.48,634.48,634.48,0.0,0
73,1476372240,635.35,635.35,635.35,635.35,635.35,0.15,1
74,1476372300,635.35,635.35,635.35,635.35,635.35,0.0,0
75,1476372360,634.48,634.48,634.48,634.48,634.48,0.436,2
76,1476372420,634.48,635.0,634.46,635.0,634.523611028838,1.12213964,7
77,1476372480,635.0,635.0,635.0,635.0,635.0,0.0,0
78,1476372540,635.0,635.0,635.0,635.0,635.0,0.0,0
79,1476372600,635.0,635.0,634.46,634.46,634.828177010152,0.13094571,2
80,1476372660,634.46,634.46,634.46,634.46,634.46,0.0,0
81,1476372720,634.46,634.46,634.46,634.46,634.46,0.0,0
82,1476372780,635.0,635.0,635.0,635.0,635.0,0.04713386,1
83,1476372840,635.0,635.0,635.0,635.0,635.0,0.0,0
84,1476372900,635.0,635.0,635.0,635.0,635.0,0.0,0
85,1476372960,635.0,635.0,635.0,635.0,635.0,0.0,0
86,1476373020,635.0,635.0,635.0,635.0,635.0,0.0,0
87,1476373080,635.0,635.0,635.0,635.0,635.0,0.0,0
88,1476373140,635.0,635.21,635.0,635.21,635.16373832313,0.04905424,2
89,1476373200,635.21,635.21,635.21,635.21,635.21,0.0,0
90,1476373260,635.21,635.21,635.21,635.21,635.21,0.07143,1
91,1476373320,635.21,635.21,635.21,635.21,635.21,0.0,0
92,1476373380,635.21,635.33,635.21,635.33,635.232069804822,0.35711,2
93,1476373440,635.33,635.33,635.33,635.33,635.33,0.04221534,1
94,1476373500,635.33,635.35,635.0,635.0,635.336405420777,1.60387034,4
95,1476373560,635.0,635.0,635.0,635.0,635.0,0.0,0
96,1476373620,635.0,635.0,634.54,634.54,634.853931775213,0.39244769,4
97,1476373680,635.0,635.0,635.0,635.0,635.0,0.07194166,2
98,1476373740,635.0,635.0,635.0,635.0,635.0,0.0,0
99,1476373800,635.0,635.0,635.0,635.0,635.0,0.19162615,3
100,1476373860,635.0,635.0,635.0,635.0,635.0,0.7,6
101,1476373920,635.0,635.0,635.0,635.0,635.0,0.0,0
102,1476373980,635.0,635.35,635.0,635.35,635.084401237523,0.3878391,3
103,1476374040,635.07,635.07,635.07,635.07,635.07,2.0,1
104,1476374100,635.35,635.35,635.35,635.35,635.35,0.58032645,2
105,1476374160,635.35,635.35,635.35,635.35,635.35,0.0,0
106,1476374220,635.35,635.35,635.35,635.35,635.35,0.08644235,1
107,1476374280,635.35,635.35,635.35,635.35,635.35,0.0,0
108,1476374340,635.35,635.35,635.35,635.35,635.35,0.0,0
109,1476374400,635.35,635.35,635.35,635.35,635.35,5.24187099,2
110,1476374460,635.35,635.35,635.35,635.35,635.35,0.00944361,1
111,1476374520,635.35,635.35,635.35,635.35,635.35,0.0,0
112,1476374580,635.35,635.35,635.35,635.35,635.35,0.0,0
113,1476374640,635.35,635.35,635.35,635.35,635.35,3.0,1
114,1476374700,635.35,635.35,635.35,635.35,635.35,1.13234292,3
115,1476374760,635.15,635.15,635.15,635.15,635.15,0.0229653,1
116,1476374820,635.35,635.38,635.35,635.38,635.357786394311,5.63880946,3
117,1476374880,635.38,635.63,635.38,635.63,635.474690836758,3.73023,5
118,1476374940,635.63,635.63,635.63,635.63,635.63,0.04787981,1
119,1476375000,635.63,635.63,635.63,635.63,635.63,0.0,0
120,1476375060,635.63,635.63,635.63,635.63,635.63,0.07892996,1
121,1476375120,635.6,635.84,634.93,635.83,635.797167441651,164.84270419,84
122,1476375180,635.25,635.25,635.25,635.25,635.25,0.0226,1
123,1476375240,635.25,635.25,635.25,635.25,635.25,0.0,0
124,1476375300,635.25,635.25,635.25,635.25,635.25,0.0,0
125,1476375360,635.6,635.63,635.02,635.02,635.114339420384,1.37142235,4
126,1476375420,635.02,635.02,635.02,635.02,635.02,0.5144,1
127,1476375480,635.61,635.61,635.61,635.61,635.61,0.3,1
128,1476375540,635.61,635.61,635.61,635.61,635.61,0.0,0
129,1476375600,635.61,635.61,635.61,635.61,635.61,0.0591715,1
130,1476375660,635.61,635.61,635.61,635.61,635.61,0.06384798,1
131,1476375720,635.59,635.59,635.59,635.59,635.59,0.36,1
132,1476375780,635.59,635.61,635.59,635.61,635.590225955185,0.84959856,2
133,1476375840,635.61,635.61,635.61,635.61,635.61,0.0,0
134,1476375900,635.61,635.61,635.61,635.61,635.61,0.492211,2
135,1476375960,635.61,635.63,635.61,635.63,635.628292364084,1.14556773,2
136,1476376020,635.59,635.59,635.59,635.59,635.59,0.91172375,1
137,1476376080,635.59,635.59,635.59,635.59,635.59,0.0,0
138,1476376140,635.61,635.61,635.61,635.61,635.61,0.2859,1
139,1476376200,635.63,635.83,635.63,635.63,635.806806476073,22.3739429,6
140,1476376260,635.63,635.63,635.63,635.63,635.63,0.41269,2
141,1476376320,635.63,635.83,635.63,635.83,635.795438970749,0.11540507,2
142,1476376380,635.63,635.63,635.63,635.63,635.63,0.04829221,1
143,1476376440,635.83,635.84,635.83,635.84,635.830210594664,1.42453752,2
144,1476376500,635.84,635.84,635.84,635.84,635.84,35.0,2
145,1476376560,635.84,635.84,635.84,635.84,635.84,0.0,0
146,1476376620,635.83,635.84,635.83,635.84,635.830132169227,1.901631,2
147,1476376680,635.84,635.84,635.84,635.84,635.84,1.55556105,1
148,1476376740,635.84,635.84,635.84,635.84,635.84,0.43151454,2
149,1476376800,635.84,635.84,635.84,635.84,635.84,0.05863874,2
150,1476376860,635.84,635.84,635.84,635.84,635.84,1.05158318,3
